ProcessName,RegionName,Unit,2010,2015,2020,2025,2030,2035,2040,2045,2050
SWHBLRRW00 [SER.WATER.HIGH-CONSUMPTION: .00.WOD.BOILER.STD.PIPE.],UK,PJ/y,1.42581112364096,1.0184365168864,0.6110619101318401,0.2036873033772799,0.0,0.0,0.0,0.0,0.0
SWHDPIP00 [SER.WATER.HIGH-CONSUMPTION: .00.PIPE.DELIVERY.],UK,PJ/y,54.1061285458447,46.37668161072403,38.64723467560336,30.917787740482684,27.05306427292235,19.32361733780168,15.458893870241347,11.594170402681009,7.72944693512067
SWHDSTD00 [SER.WATER.HIGH-CONSUMPTION: .00.STANDALONE.DELIVERY.],UK,PJ/y,14.7411895247989,12.635305306970483,10.529421089142073,8.423536871313658,7.37059476239945,5.2647105445710345,4.211768435656827,3.15882632674262,2.1058842178284145
SWHWHTRE00 [SER.WATER.HIGH-CONSUMPTION: .00.ELC.RESISTANCE.STANDALONE.],UK,PJ/y,54.2742216268853,38.76730116206093,23.26038069723656,7.753460232412181,0.0,0.0,0.0,0.0,0.0
SWLDSTD00 [SER.WATER.LOW-CONSUMPTION: .00.STANDALONE.DELIVERY.],UK,PJ/y,7.69475836076597,6.595507166370831,5.4962559719756925,4.3970047775805545,3.8473791803829855,2.7481279859878462,2.198502388790277,1.6488767915927085,1.0992511943951389
SWLWHTRE00 [SER.WATER.LOW-CONSUMPTION: .00.ELC.RESISTANCE.STANDALONE.],UK,PJ/y,85.891546838637,57.261031225758,28.630515612879,0.0,0.0,0.0,0.0,0.0,0.0
SWLWHTRG00 [SER.WATER.LOW-CONSUMPTION: .00.NGA.BOILER.STD.STANDALONE.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHCSV01 [SER.COOLTH.HIGH-CONSUMPTION: .01.CONSERVATION-MEASURES.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHDAIR01 [SER.COOLTH.HIGH-CONSUMPTION: .01.AIR.DELIVERY.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHP-ADM01 [SER.CHP: .01.ENERGY-TO-WASTE.ANAEROBIC-DIGESTION.MSWBIO.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHP-CCG01 [SER.CHP: .01.COMBINED-CYCLE.NGA.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHP-CCH01 [SER.CHP: .01.COMBINED-CYCLE.HYG.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHP-FCH01 [SER.CHP: .01.FUEL-CELL.HYG.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHP-GES01 [SER.CHP: .01.GAS-ENGINE.BOG-SEWAGE.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHP-STM01 [SER.CHP: .01.ENERGY-TO-WASTE.STEAM-TURBINE.MSW.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHP-STW01 [SER.CHP: .01.STEAM-TURBINE.BIOMASS.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCKELC001 [SER.COOKING: .01.ELC.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCKHYG001 [SER.COOKING: .01.HDG.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCKLFO001 [SER.COOKING: .01.OIL.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCKNGA001 [SER.COOKING: .01.NGA.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCPECOMP01 [SER.COMPUTERS: .01.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCSELPDT01 [SER.LIGHTING: .01.CONSERVATION.PRESENCE-DETECTOR.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCSELTMR01 [SER.LIGHTING: .01.CONSERVATION.LIGHTING-TIMER.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCSHACON01 [SER.HEAT.HIGH-CONSUMPTION: .01.CONSERVATION.EFFICIENT-AIR-CONDITIONING.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCSHCAVW01 [SER.HEAT.HIGH-CONSUMPTION: .01.CONSERVATION.CAVITY-WALL-INSULATION.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCSHPTHM01 [SER.HEAT.HIGH-CONSUMPTION: .01.CONSERVATION.PROGRAMMABLE-THERMOSTATS.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCSHROFF01 [SER.HEAT.HIGH-CONSUMPTION: .01.CONSERVATION.FLAT-ROOF-INSULATION.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCSHROFP01 [SER.HEAT.HIGH-CONSUMPTION: .01.CONSERVATION.PITCHED-ROOF-INSULATION.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCSLCAVW01 [SER.HEAT.LOW-CONSUMPTION: .01.CONSERVATION.CAVITY-WALL-INSULATION.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCSLPTHM01 [SER.HEAT.LOW-CONSUMPTION: .01.CONSERVATION.PROGRAMMABLE-THERMOSTATS.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCSLROFF01 [SER.HEAT.LOW-CONSUMPTION: .01.CONSERVATION.FLAT-ROOF-INSULATION.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCSLROFP01 [SER.HEAT.LOW-CONSUMPTION: .01.CONSERVATION.PITCHED-ROOF-INSULATION.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHHA-CAE01 [SER.HEAT.HIGH-CONSUMPTION: .01.ELC.AIR-CONDITIONER.HFC.AIR.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHHA-CAE02 [SER.HEAT.HIGH-CONSUMPTION.02.ELC.AIR-CONDITIONER.HFO-HC.AIR.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHHBLRRC01 [SER.HEAT.HIGH-CONSUMPTION: .01.HCO.BOILER.STD.RADIATOR.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHHBLRRE01 [SER.HEAT.HIGH-CONSUMPTION: .01.ELC.BOILER.STD.RADIATOR.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHHBLRRG01 [SER.HEAT.HIGH-CONSUMPTION: .01.NGA.BOILER.STD.RADIATOR.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHHBLRRH01 [SER.HEAT.HIGH-CONSUMPTION: .01.HYG.BOILER.STD.RADIATOR.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHHBLRRO01 [SER.HEAT.HIGH-CONSUMPTION: .01.LFO.BOILER.STD.RADIATOR.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHHBLRRW01 [SER.HEAT.HIGH-CONSUMPTION: .01.WOD.BOILER.STD.RADIATOR.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHHCSV01 [SER.HEAT.HIGH-CONSUMPTION: .01.CONSERVATION-MEASURES.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHHDAIR01 [SER.HEAT.HIGH-CONSUMPTION: .01.AIR.DELIVERY.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHHDRAD01 [SER.HEAT.HIGH-CONSUMPTION: .01.HTP.RADIATOR.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHHFCLRH01 [SER.HEAT.HIGH-CONSUMPTION: .01.HDG.FUEL-CELL.STD.RADIATOR.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHHVACAE01 [SER.HEAT.HIGH-CONSUMPTION: .01.ELC.HVAC.HFC.AIR.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHHVACAE02 [SER.HEAT.HIGH-CONSUMPTION.02.ELC.HVAC.HFO-HC.AIR.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHLAHBRE01 [SER.HEAT.LOW-CONSUMPTION: .01.ELC.HEAT PUMP.AIR.NGA.BOILER.RADIATOR.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHLAHBUE01 [SER.HEAT.LOW-CONSUMPTION: .01.ELC.HEAT PUMP.AIR.NGA.BOILER.UNDERFLOOR.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHLAHHRE01 [SER.HEAT.LOW-CONSUMPTION: .01.ELC.HEAT PUMP.AIR.HYG.BOILER.RADIATOR.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHLAHHUE01 [SER.HEAT.LOW-CONSUMPTION: .01.ELC.HEAT PUMP.AIR.HYG.BOILER.UNDERFLOOR.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHLAHPRE01 [SER.HEAT.LOW-CONSUMPTION: .01.ELC.HEAT PUMP.AIR.RADIATOR.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHLAHPUE01 [SER.HEAT.LOW-CONSUMPTION: .01.ELC.HEAT PUMP.AIR.UNDERFLOOR.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHLAHSRE01 [SER.HEAT.LOW-CONSUMPTION: .01.ELC.HEAT PUMP.AIR.SOLAR-THERMAL.RADIATOR.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHLAHSUE01 [SER.HEAT.LOW-CONSUMPTION: .01.ELC.HEAT PUMP.AIR.SOLAR-THERMAL.UNDERFLOOR.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHLBLCRG01 [SER.HEAT.LOW-CONSUMPTION: .01.NGA.BOILER.CON.RADIATOR.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHLBLCRH01 [SER.HEAT.LOW-CONSUMPTION: .01.HYG.BOILER.CON.RADIATOR.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHLBLCRO01 [SER.HEAT.LOW-CONSUMPTION: .01.OIL.BOILER.CON.RADIATOR.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHLBLCRP01 [SER.HEAT.LOW-CONSUMPTION: .01.PELH.BOILER.CON.RADIATOR.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHLBLRRE01 [SER.HEAT.LOW-CONSUMPTION: .01.ELC.BOILER.CON.RADIATOR.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHLBLRRW01 [SER.HEAT.LOW-CONSUMPTION: .01.WOD.BOILER.CON.RADIATOR.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHLBLSRE01 [SER.HEAT.LOW-CONSUMPTION: .01.ELC.BOILER.CON.SOLAR-THERMAL.RADIATOR.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHLBLSRG01 [SER.HEAT.LOW-CONSUMPTION: .01.NGA.BOILER.CON.SOLAR-THERMAL.RADIATOR.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHLBLSRH01 [SER.HEAT.LOW-CONSUMPTION: .01.HYG.BOILER.CON.SOLAR-THERMAL.RADIATOR.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHLBLSRO01 [SER.HEAT.LOW-CONSUMPTION: .01.OIL.BOILER.CON.SOLAR-THERMAL.RADIATOR.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHLBLSRP01 [SER.HEAT.LOW-CONSUMPTION: .01.PELH.BOILER.CON.SOLAR-THERMAL.RADIATOR.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHLBLSRW01 [SER.HEAT.LOW-CONSUMPTION: .01.WOD.BOILER.CON.SOLAR-THERMAL.RADIATOR.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHLCHBRH01 [SER.HEAT.LOW-CONSUMPTION: .01.HYG.MICRO-CHP-BOILER.STD.RADIATOR.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHLCHPRG01 [SER.HEAT.LOW-CONSUMPTION: .01.GAS.MICRO-CHP.STD.RADIATOR.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHLCHPRH01 [SER.HEAT.LOW-CONSUMPTION: .01.HYG.MICRO-CHP.STD.RADIATOR.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHLCHPRW01 [SER.HEAT.LOW-CONSUMPTION: .01.WOD.MICRO-CHP.STD.RADIATOR.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHLCSV01 [SER.HEAT.LOW-CONSUMPTION: .01.CONSERVATION-MEASURES.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHLDRAD01 [SER.HEAT.LOW-CONSUMPTION: .01.HTP.RADIATOR.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHLDSTD01 [SER.HEAT.LOW-CONSUMPTION: .01.STANDALONE.DELIVERY.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHLDUND01 [SER.HEAT.LOW-CONSUMPTION: .01.HTP.UNDERFLOOR.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHLGHBRE01 [SER.HEAT.LOW-CONSUMPTION: .01.ELC.HEAT PUMP.GROUND.NGA.BOILER.RADIATOR.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHLGHBUE01 [SER.HEAT.LOW-CONSUMPTION: .01.ELC.HEAT PUMP.GROUND.NGA.BOILER.UNDERFLOOR.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHLGHHRE01 [SER.HEAT.LOW-CONSUMPTION: .01.ELC.HEAT PUMP.GROUND.HYG.BOILER.RADIATOR.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHLGHHUE01 [SER.HEAT.LOW-CONSUMPTION: .01.ELC.HEAT PUMP.GROUND.HYG.BOILER.UNDERFLOOR.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHLGHPRE01 [SER.HEAT.LOW-CONSUMPTION: .01.ELC.HEAT PUMP.GROUND.RADIATOR.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHLGHPUE01 [SER.HEAT.LOW-CONSUMPTION: .01.ELC.HEAT PUMP.GROUND.UNDERFLOOR.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHLGHSRE01 [SER.HEAT.LOW-CONSUMPTION: .01.ELC.HEAT PUMP.GROUND.SOLAR-THERMAL.RADIATOR.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHLGHSUE01 [SER.HEAT.LOW-CONSUMPTION: .01.ELC.HEAT PUMP.GROUND.SOLAR-THERMAL.UNDERFLOOR.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHLNSTRE01 [SER.HEAT.LOW-CONSUMPTION: .01.ELC.RESISTANCE.STANDALONE.NIGHT-STORAGE.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHLREFCG01 [SER.HEAT.LOW-CONSUMPTION: .01.HYG.MICRO-CHP.REFORMER.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHLSHTRE01 [SER.HEAT.LOW-CONSUMPTION: .01.ELC.RESISTANCE.STANDALONE.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHLSTGNT01 [SER.HEAT.LOW-CONSUMPTION: .01.ELC.NIGHT-STORAGE.HEAT-SUPPLY.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLOFEFLU01 [SER.LIGHTING: .01.OFFICE.FLUORESCENT.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLOFELED01 [SER.LIGHTING: .01.OFFICE.LED.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLOTECCL01 [SER.LIGHTING: .01.OTHER.CCL.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLOTELED01 [SER.LIGHTING: .01.OTHER.LED.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOTHELC01 [SER.OTHER: .01.ELC.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOTHNGA01 [SER.OTHER: .01.NGA.],UK,PJ/y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
