ProcessName,RegionName,Time,cap_par,cap_exp,fix_par,fix_exp,var_par,var_exp,MaxCapacityAddition,MaxCapacityGrowth,TotalCapacityLimit,TechnicalLife,UtilizationFactor,ScalingSize,efficiency,InterestRate,Fuel,EndUse,B6,E13,G17,C9,H19,C8,D10,I22,I21,A2,J23,C7,F15,J24,B4,A3,D11,H20,E14,G18,A1,F16,B5,D12
Unit,-,year,MGBP2020/PJ_a,-,MGBP2020/PJ_a,-,MGBP2020/PJ,-,PJ,%,PJ,years,-,PJ,%,-,-,-,new,new,new,new,new,new,new,new,new,new,new,new,new,new,new,new,new,new,new,new,new,new,new,new
RECOMPUT00 [RES.COMPUTERS: .00.],UK,2010,802.099253931767,1,0.0,1,0,1,2.0,100,100000000.0,5.0,1.0,1,0.6,0.1,ELC,RES.COMPUTERS,0.03640166861017275,0.06101006215212242,0.041866215176769056,0.04011636993135616,0.034814017602509024,0.02862777565482228,0.04665616772657874,0.05630958248680619,0.048928266592933645,0.034249786615053554,0.054482286044023415,0.04386713631391029,0.048833275556973636,0.0533739259065978,0.024651553369491676,0.04230431698784607,0.029837827440703023,0.0377841626293834,0.048928266592933645,0.03755969211079739,0.03296346609283147,0.022120298461046677,0.046804172431985334,0.04750970751235228
RELITCON00 [RES.LIGHTING: .00.CONVENTIONAL.],UK,2010,0.260416666666667,1,0.0,1,0,1,2.0,100,100000000.0,1.0,1.0,1,10.7251815634471,0.1,ELC,RES.LIGHTING,0.03577117226087936,0.05995333527871953,0.04526705028209634,0.03942153297046051,0.037641995548931835,0.024857831851740706,0.04584805797373606,0.05533427043261523,0.04808080287377113,0.033656562011639794,0.05353862374052353,0.043107334075280314,0.052800052040615005,0.05770954402172696,0.02140523161602372,0.04157158361493873,0.029321020327444706,0.03712972074502768,0.04808080287377113,0.04061070398126047,0.03239252124812787,0.019207313424729665,0.0506061228115556,0.04668681399438415
RELITENS00 [RES.LIGHTING: .00.ENERGY-SAVING.],UK,2010,0.78125,1,0.0,1,0,1,2.0,100,100000000.0,7.0,1.0,1,25.249808575804,0.1,ELC,RES.LIGHTING,0.03577117226087936,0.05995333527871953,0.04526705028209634,0.03942153297046051,0.037641995548931835,0.024857831851740706,0.04584805797373606,0.05533427043261523,0.04808080287377113,0.033656562011639794,0.05353862374052353,0.043107334075280314,0.052800052040615005,0.05770954402172696,0.02140523161602372,0.04157158361493873,0.029321020327444706,0.03712972074502768,0.04808080287377113,0.04061070398126047,0.03239252124812787,0.019207313424729665,0.0506061228115556,0.04668681399438415
RELITLED00 [RES.LIGHTING: .00.LED.],UK,2010,2.08333333333333,1,0.0,1,0,1,2.0,100,100000000.0,21.0,1.0,1,12.5850340136054,0.1,ELC,RES.LIGHTING,0.03577117226087936,0.05995333527871953,0.04526705028209634,0.03942153297046051,0.037641995548931835,0.024857831851740706,0.04584805797373606,0.05533427043261523,0.04808080287377113,0.033656562011639794,0.05353862374052353,0.043107334075280314,0.052800052040615005,0.05770954402172696,0.02140523161602372,0.04157158361493873,0.029321020327444706,0.03712972074502768,0.04808080287377113,0.04061070398126047,0.03239252124812787,0.019207313424729665,0.0506061228115556,0.04668681399438415
REOTHER00 [RES.OTHER: .00.ALL.],UK,2010,0.0,1,0.0,1,0,1,2.0,100,100000000.0,50.0,1.0,1,0.7,0.1,ELC,RES.OTHER,0.02541480880594225,0.042595823873895954,0.07763952329879843,0.02800832793442183,0.0645614541310293,0.019010747009728927,0.03257426452307195,0.03931405695080367,0.03416059175699636,0.023912414229897448,0.03803828055103378,0.03062702686026528,0.09055970833174541,0.09898019552226074,0.016370270961841037,0.029535902307830514,0.020832085685716206,0.02638003437155763,0.03416059175699636,0.06965321747904404,0.02301433479058575,0.014689349354036116,0.08679680311848387,0.0331701863940171
REWETALL00 [RES.WET-APPLIANCES: .00.WASHING-MACHINE.DRIER.DISHWASHER.],UK,2010,947.079230225173,1,47.3539615112587,1,0,1,2.0,100,100000000.0,13.0,1.0,1,0.6,0.1,ELC,RES.WET.APPLIANCES,0.03458197768120168,0.057960216886426184,0.05302301747842321,0.03811098399014861,0.04409150089249664,0.014544386676439229,0.04432386241107784,0.0534947105213833,0.046482380833055094,0.032537666583138565,0.051758759197888374,0.041674252496269784,0.06184670891441907,0.0675973835773899,0.012524260658734406,0.040189557285385966,0.028346257795489615,0.035895361906214285,0.046482380833055094,0.04756886197776181,0.03131564821725726,0.0112382526010718,0.059276876174403983,0.04513473441086824
RCEOTHER01 [RES.COOKING: .01.OTHER.KETTLE.MICROWAVE],UK,2010,61.177609885735,1,0.0,1,0,1,100000000.0,100,100000000.0,5.0,1.0,1,0.8,0.1,ELC,RES.COOKING.OTHER,0.03216179353120505,0.05390393070372049,0.0531394161842944,0.035443825962229614,0.04418829269892097,0.030961106276292456,0.04122190247510133,0.049750938210093944,0.04322935920475712,0.030260551443329987,0.04813647565502685,0.03875772278578839,0.0619824778167257,0.06774577664030618,0.026660798692543942,0.0373769324426389,0.026362474089977193,0.03338326191168345,0.04322935920475712,0.04767328745630479,0.02912405477627617,0.02392323175134321,0.05940700365493817,0.041976026431744515
RCHEHOB01 [RES.COOKING: .01.HOB.ELECTRIC.],UK,2010,164.642857142857,1,8.23214285714286,1,0,1,100000000.0,100,100000000.0,14.0,1.0,1,1.09656574908097,0.1,ELC,RES.COOKING.HOBS,0.03216179353120505,0.05390393070372049,0.0531394161842944,0.035443825962229614,0.04418829269892097,0.030961106276292456,0.04122190247510133,0.049750938210093944,0.04322935920475712,0.030260551443329987,0.04813647565502685,0.03875772278578839,0.0619824778167257,0.06774577664030618,0.026660798692543942,0.0373769324426389,0.026362474089977193,0.03338326191168345,0.04322935920475712,0.04767328745630479,0.02912405477627617,0.02392323175134321,0.05940700365493817,0.041976026431744515
RCHEOVEN01 [RES.COOKING: .01.OVEN.ELECTRIC.],UK,2010,164.642857142857,1,8.23214285714286,1,0,1,100000000.0,100,100000000.0,14.0,1.0,1,1.51803094504518,0.1,ELC,RES.COOKING.OVENS,0.03216179353120505,0.05390393070372049,0.0531394161842944,0.035443825962229614,0.04418829269892097,0.030961106276292456,0.04122190247510133,0.049750938210093944,0.04322935920475712,0.030260551443329987,0.04813647565502685,0.03875772278578839,0.0619824778167257,0.06774577664030618,0.026660798692543942,0.0373769324426389,0.026362474089977193,0.03338326191168345,0.04322935920475712,0.04767328745630479,0.02912405477627617,0.02392323175134321,0.05940700365493817,0.041976026431744515
RCHGHOB01 [RES.COOKING: .01.HOB.GAS.],UK,2010,175.714285714286,1,8.78571428571429,1,0,1,100000000.0,100,100000000.0,14.0,1.0,1,0.8,0.1,NGA,RES.COOKING.HOBS,0.03216179353120505,0.05390393070372049,0.0531394161842944,0.035443825962229614,0.04418829269892097,0.030961106276292456,0.04122190247510133,0.049750938210093944,0.04322935920475712,0.030260551443329987,0.04813647565502685,0.03875772278578839,0.0619824778167257,0.06774577664030618,0.026660798692543942,0.0373769324426389,0.026362474089977193,0.03338326191168345,0.04322935920475712,0.04767328745630479,0.02912405477627617,0.02392323175134321,0.05940700365493817,0.041976026431744515
RCHGOVEN01 [RES.COOKING: .01.OVEN.GAS.],UK,2010,175.714285714286,1,8.78571428571429,1,0,1,100000000.0,100,100000000.0,14.0,1.0,1,1.11553538908557,0.1,NGA,RES.COOKING.OVENS,0.03216179353120505,0.05390393070372049,0.0531394161842944,0.035443825962229614,0.04418829269892097,0.030961106276292456,0.04122190247510133,0.049750938210093944,0.04322935920475712,0.030260551443329987,0.04813647565502685,0.03875772278578839,0.0619824778167257,0.06774577664030618,0.026660798692543942,0.0373769324426389,0.026362474089977193,0.03338326191168345,0.04322935920475712,0.04767328745630479,0.02912405477627617,0.02392323175134321,0.05940700365493817,0.041976026431744515
RCHHHOB01 [RES.COOKING: .01.HOB.HYDROGEN.],UK,2010,175.714285714286,1,8.78571428571429,1,0,1,100000000.0,100,100000000.0,14.0,1.0,1,0.8,0.1,HYDROGEN,RES.COOKING.HOBS,0.03216179353120505,0.05390393070372049,0.0531394161842944,0.035443825962229614,0.04418829269892097,0.030961106276292456,0.04122190247510133,0.049750938210093944,0.04322935920475712,0.030260551443329987,0.04813647565502685,0.03875772278578839,0.0619824778167257,0.06774577664030618,0.026660798692543942,0.0373769324426389,0.026362474089977193,0.03338326191168345,0.04322935920475712,0.04767328745630479,0.02912405477627617,0.02392323175134321,0.05940700365493817,0.041976026431744515
RCHHOVEN01 [RES.COOKING: .01.OVEN.HYDROGEN.],UK,2010,175.714285714286,1,8.78571428571429,1,0,1,100000000.0,100,100000000.0,14.0,1.0,1,1.11553538908557,0.1,HYDROGEN,RES.COOKING.OVENS,0.03216179353120505,0.05390393070372049,0.0531394161842944,0.035443825962229614,0.04418829269892097,0.030961106276292456,0.04122190247510133,0.049750938210093944,0.04322935920475712,0.030260551443329987,0.04813647565502685,0.03875772278578839,0.0619824778167257,0.06774577664030618,0.026660798692543942,0.0373769324426389,0.026362474089977193,0.03338326191168345,0.04322935920475712,0.04767328745630479,0.02912405477627617,0.02392323175134321,0.05940700365493817,0.041976026431744515
REAIRCON01 [RES.AIR-CONDITIONER: .01.],UK,2010,162.760416666667,1,8.13802083333333,1,0,1,100000000.0,100,100000000.0,15.0,1.0,1,0.555555555555556,0.1,ELC,RES.COOLING,0.03365418292165613,0.05640521080825789,0.05424985460470352,0.03708851004278948,0.045111682180186435,0.018015432586425385,0.043134704068344604,0.052059508852390135,0.0452353119191349,0.031664718343394425,0.05037013110995561,0.04055618014568139,0.06327770704019221,0.06916143978837223,0.015513199601448455,0.03911131760280975,0.027585760241595286,0.034932330555734886,0.0452353119191349,0.04866950182635154,0.03047548532733855,0.013920283242455412,0.060648413968349274,0.043923821303297576
REAUDVIS01 [RES.CONSUMER-ELECTRONICS: .01.TV.DVD.SET-TOP-BOX.GAME-CONSOLE.],UK,2010,369.940960908303,1,0.0,1,0,1,100000000.0,100,100000000.0,6.0,1.0,1,0.6,0.1,ELC,RES.CONSUMER-ELECTRONICS.TV,0.03550430572109897,0.059506060612475986,0.04997141136031604,0.039127433352479285,0.04155392569819875,0.015467504463361677,0.04550601403685109,0.05492145574558375,0.04772210181138468,0.03340547126796928,0.053139205260244564,0.04278573698028076,0.058287277477216626,0.06370698655544103,0.013319163052305892,0.041261443802030146,0.02910227437244638,0.036852718917243746,0.04772210181138468,0.04483115603143757,0.03215086072894762,0.011951533339597701,0.05586534498288509,0.04633851261881874
RECOLFRE01 [RES.FREEZERS: .01.CLASS-A+.],UK,2010,152.777777777778,1,7.63888888888889,1,0,1,100000000.0,100,100000000.0,15.0,1.0,1,1.04190517484119,0.1,ELC,RES.FREEZERS,0.016827091460828066,0.028202605404128944,0.02712492730235176,0.01854425502139474,0.022555841090093218,0.009007716293212693,0.021567352034172302,0.026029754426195068,0.02261765595956745,0.015832359171697213,0.025185065554977806,0.020278090072840694,0.03163885352009611,0.03458071989418612,0.007756599800724228,0.019555658801404877,0.013792880120797643,0.017466165277867443,0.02261765595956745,0.02433475091317577,0.015237742663669274,0.006960141621227706,0.030324206984174637,0.021961910651648788
RECOLFRE02 [RES.FREEZERS: .01.CLASS-A+++.],UK,2010,180.555555555556,1,9.02777777777778,1,0,1,100000000.0,100,100000000.0,15.0,1.0,1,1.27343965813923,0.1,ELC,RES.FREEZERS,0.016827091460828066,0.028202605404128944,0.02712492730235176,0.01854425502139474,0.022555841090093218,0.009007716293212693,0.021567352034172302,0.026029754426195068,0.02261765595956745,0.015832359171697213,0.025185065554977806,0.020278090072840694,0.03163885352009611,0.03458071989418612,0.007756599800724228,0.019555658801404877,0.013792880120797643,0.017466165277867443,0.02261765595956745,0.02433475091317577,0.015237742663669274,0.006960141621227706,0.030324206984174637,0.021961910651648788
RECOLREF01 [RES.REFRIGERATORS: .01.CLASS-A+.],UK,2010,243.055555555556,1,12.1527777777778,1,0,1,100000000.0,100,100000000.0,15.0,1.0,1,0.926545239230526,0.1,ELC,RES.REFRIGERATORS,0.016827091460828066,0.028202605404128944,0.02712492730235176,0.01854425502139474,0.022555841090093218,0.009007716293212693,0.021567352034172302,0.026029754426195068,0.02261765595956745,0.015832359171697213,0.025185065554977806,0.020278090072840694,0.03163885352009611,0.03458071989418612,0.007756599800724228,0.019555658801404877,0.013792880120797643,0.017466165277867443,0.02261765595956745,0.02433475091317577,0.015237742663669274,0.006960141621227706,0.030324206984174637,0.021961910651648788
RECOLREF02 [RES.REFRIGERATORS: .01.CLASS-A+++.],UK,2010,270.833333333333,1,13.5416666666667,1,0,1,100000000.0,100,100000000.0,15.0,1.0,1,1.13244418128175,0.1,ELC,RES.REFRIGERATORS,0.016827091460828066,0.028202605404128944,0.02712492730235176,0.01854425502139474,0.022555841090093218,0.009007716293212693,0.021567352034172302,0.026029754426195068,0.02261765595956745,0.015832359171697213,0.025185065554977806,0.020278090072840694,0.03163885352009611,0.03458071989418612,0.007756599800724228,0.019555658801404877,0.013792880120797643,0.017466165277867443,0.02261765595956745,0.02433475091317577,0.015237742663669274,0.006960141621227706,0.030324206984174637,0.021961910651648788
RECOMPUT01 [RES.COMPUTERS: .01.],UK,2010,802.099253931767,1,0.0,1,0,1,100000000.0,100,100000000.0,5.0,1.0,1,0.6,0.1,ELC,RES.COMPUTERS,0.03640166861017275,0.06101006215212242,0.041866215176769056,0.04011636993135616,0.034814017602509024,0.02862777565482228,0.04665616772657874,0.05630958248680619,0.048928266592933645,0.034249786615053554,0.054482286044023415,0.04386713631391029,0.048833275556973636,0.0533739259065978,0.024651553369491676,0.04230431698784607,0.029837827440703023,0.0377841626293834,0.048928266592933645,0.03755969211079739,0.03296346609283147,0.022120298461046677,0.046804172431985334,0.04750970751235228
RELITCON01 [RES.LIGHTING: .01.CONVENTIONAL.],UK,2010,0.260416666666667,1,0.0,1,0,1,100000000.0,100,100000000.0,1.0,1.0,1,10.7251815634471,0.1,ELC,RES.LIGHTING,0.03577117226087936,0.05995333527871953,0.04526705028209634,0.03942153297046051,0.037641995548931835,0.024857831851740706,0.04584805797373606,0.05533427043261523,0.04808080287377113,0.033656562011639794,0.05353862374052353,0.043107334075280314,0.052800052040615005,0.05770954402172696,0.02140523161602372,0.04157158361493873,0.029321020327444706,0.03712972074502768,0.04808080287377113,0.04061070398126047,0.03239252124812787,0.019207313424729665,0.0506061228115556,0.04668681399438415
RELITENS01 [RES.LIGHTING: .01.ENERGY-SAVING.],UK,2010,0.78125,1,0.0,1,0,1,100000000.0,100,100000000.0,7.0,1.0,1,25.249808575804,0.1,ELC,RES.LIGHTING,0.03577117226087936,0.05995333527871953,0.04526705028209634,0.03942153297046051,0.037641995548931835,0.024857831851740706,0.04584805797373606,0.05533427043261523,0.04808080287377113,0.033656562011639794,0.05353862374052353,0.043107334075280314,0.052800052040615005,0.05770954402172696,0.02140523161602372,0.04157158361493873,0.029321020327444706,0.03712972074502768,0.04808080287377113,0.04061070398126047,0.03239252124812787,0.019207313424729665,0.0506061228115556,0.04668681399438415
RELITLED01 [RES.LIGHTING: .01.LED.],UK,2010,2.08333333333333,1,0.0,1,0,1,100000000.0,100,100000000.0,21.0,1.0,1,12.5850340136054,0.1,ELC,RES.LIGHTING,0.03577117226087936,0.05995333527871953,0.04526705028209634,0.03942153297046051,0.037641995548931835,0.024857831851740706,0.04584805797373606,0.05533427043261523,0.04808080287377113,0.033656562011639794,0.05353862374052353,0.043107334075280314,0.052800052040615005,0.05770954402172696,0.02140523161602372,0.04157158361493873,0.029321020327444706,0.03712972074502768,0.04808080287377113,0.04061070398126047,0.03239252124812787,0.019207313424729665,0.0506061228115556,0.04668681399438415
REOTHER01 [RES.OTHER: .01.ALL.],UK,2010,0.0,1,0.0,1,0,1,100000000.0,100,100000000.0,50.0,1.0,1,0.7,0.1,ELC,RES.OTHER,0.02541480880594225,0.042595823873895954,0.07763952329879843,0.02800832793442183,0.0645614541310293,0.019010747009728927,0.03257426452307195,0.03931405695080367,0.03416059175699636,0.023912414229897448,0.03803828055103378,0.03062702686026528,0.09055970833174541,0.09898019552226074,0.016370270961841037,0.029535902307830514,0.020832085685716206,0.02638003437155763,0.03416059175699636,0.06965321747904404,0.02301433479058575,0.014689349354036116,0.08679680311848387,0.0331701863940171
REWETALL01 [RES.WET-APPLIANCES: .01.WASHING-MACHINE.DRIER.DISHWASHER.],UK,2010,947.079230225173,1,47.3539615112587,1,0,1,100000000.0,100,100000000.0,13.0,1.0,1,0.6,0.1,ELC,RES.WET.APPLIANCES,0.03458197768120168,0.057960216886426184,0.05302301747842321,0.03811098399014861,0.04409150089249664,0.014544386676439229,0.04432386241107784,0.0534947105213833,0.046482380833055094,0.032537666583138565,0.051758759197888374,0.041674252496269784,0.06184670891441907,0.0675973835773899,0.012524260658734406,0.040189557285385966,0.028346257795489615,0.035895361906214285,0.046482380833055094,0.04756886197776181,0.03131564821725726,0.0112382526010718,0.059276876174403983,0.04513473441086824
RCHPEA-CCG00 [RES.CHP.EXISTING-AVERAGE: .00.COMBINED-CYCLE.NGA.],UK,2010,423.684210526316,1,16.8421052631579,1,0,1,2.0,100,100000000.0,25.0,0.383762178584872,1,0.545074179608265,0.1,NGA,RES.SPACE-HEAT.EXISTING-AVERAGE,0.05249324196267369,0.08340066433252537,0.0,0.06825368325502988,0.0,0.0,0.06972997775583285,0.09241803074283549,0.07711145025984778,0.047201524174322454,0.08144557161524574,0.06543076877038632,0.0,0.0,0.0,0.05297702766057196,0.04380006184476963,0.058238820560393416,0.07284715364435268,0.0,0.05452813438269943,0.0,0.0,0.08012388903851334
RHEAAHPRE00 [RES.HEAT.EXISTING-AVERAGE: .00.ELC.HEAT PUMP.AIR.RADIATOR.],UK,2010,30.9743189793675,1,3.09743189793675,1,0,1,2.0,100,100000000.0,20.0,1.0,1,2.71942348008938,0.1,ELC,RES.SPACE-HEAT.EXISTING-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.19815570136549032,0.0,0.0,0.0,0.0,0.0,0.0,0.24412129810250044,0.0,0.17063309097357687,0.0,0.0,0.0,0.0,0.0,0.0,0.15311225394573505,0.2339776556126973,0.0
RHEABLCRG00 [RES.HEAT.EXISTING-AVERAGE: .00.NGA.BOILER.CON.RADIATOR.],UK,2010,2.85090453604836,1,0.285090453604836,1,0,1,2.0,100,100000000.0,15.0,1.0,1,0.888379065708687,0.1,NGA,RES.SPACE-HEAT.EXISTING-AVERAGE,0.05249324196267369,0.08340066433252537,0.0,0.06825368325502988,0.0,0.0,0.06972997775583285,0.09241803074283549,0.07711145025984778,0.047201524174322454,0.08144557161524574,0.06543076877038632,0.0,0.0,0.0,0.05297702766057196,0.04380006184476963,0.058238820560393416,0.07284715364435268,0.0,0.05452813438269943,0.0,0.0,0.08012388903851334
RHEABLCRO00 [RES.HEAT.EXISTING-AVERAGE: .00.OIL.BOILER.CON.RADIATOR.],UK,2010,23.6904861111111,1,0.469444512257088,1,0,1,2.0,100,100000000.0,15.0,1.0,1,0.63142550991176,0.1,OIL,RES.SPACE-HEAT.EXISTING-AVERAGE,0.0,0.0,0.3219136981070318,0.0,0.2676886149146255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4103976869783427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHEABLRRC00 [RES.HEAT.EXISTING-AVERAGE: .00.HCO.BOILER.STD.RADIATOR.],UK,2010,23.6904861111111,1,0.469444512257088,1,0,1,2.0,100,100000000.0,15.0,1.0,1,0.435129571045746,0.1,HCO,RES.SPACE-HEAT.EXISTING-AVERAGE,0.0,0.0,0.3219136981070318,0.0,0.2676886149146255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4103976869783427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHEABLRRE00 [RES.HEAT.EXISTING-AVERAGE: .00.ELC.BOILER.STD.RADIATOR.],UK,2010,2.19012447748871,1,0.219012447748871,1,0,1,2.0,100,100000000.0,15.0,1.0,1,0.90461487617917,0.1,ELC,RES.SPACE-HEAT.EXISTING-AVERAGE,0.0,0.0,0.0,0.0,0.0,0.19815570136549032,0.0,0.0,0.0,0.0,0.0,0.0,0.24412129810250044,0.0,0.17063309097357687,0.0,0.0,0.0,0.0,0.0,0.0,0.15311225394573505,0.2339776556126973,0.0
RHEABLRRG00 [RES.HEAT.EXISTING-AVERAGE: .00.NGA.BOILER.STD.RADIATOR.],UK,2010,2.85090453604836,1,0.285090453604836,1,0,1,2.0,100,100000000.0,15.0,1.0,1,0.744430283067581,0.1,NGA,RES.SPACE-HEAT.EXISTING-AVERAGE,0.05249324196267369,0.08340066433252537,0.0,0.06825368325502988,0.0,0.0,0.06972997775583285,0.09241803074283549,0.07711145025984778,0.047201524174322454,0.08144557161524574,0.06543076877038632,0.0,0.0,0.0,0.05297702766057196,0.04380006184476963,0.058238820560393416,0.07284715364435268,0.0,0.05452813438269943,0.0,0.0,0.08012388903851334
