commodity,period,prices,region,season,timeslice,units_prices,year
pellets,Evening,15.27780000000,UK,A,15,20.58703511,2020
ser.cooling.high-consumption,Evening,0.84270000000,UK,A,15,0,2020
ser.cooking,Evening,2.00820000000,UK,A,15,0,2020
ser.computing,Evening,16.17710000000,UK,A,15,0,2020
ser.space-heat.high-consumption,Evening,2.17320000000,UK,A,15,0,2020
ser.space-heat.low-consumption,Evening,1.04930000000,UK,A,15,0,2020
ser.lighting.office,Evening,1.29620000000,UK,A,15,0,2020
ser.lighting.other,Evening,1.77340000000,UK,A,15,0,2020
ser.other,Evening,1.68430000000,UK,A,15,0,2020
ser.refrigeration,Evening,4.95080000000,UK,A,15,0,2020
ser.hot-water.high-consumption,Evening,1.60010000000,UK,A,15,0,2020
ser.hot-water.low-consumption,Evening,0.83320000000,UK,A,15,0,2020
nga,Night,11.08330000000,UK,W,0,12.552,2025
biomass,Night,12.69270000000,UK,W,0,10.019,2025
elc,Night,57.16670000000,UK,W,0,43.34267522,2025
oil,Night,19.79440000000,UK,W,0,19.7944343,2025
hco,Night,16.74800000000,UK,W,0,19.7944343,2025
lfo,Night,16.74800000000,UK,W,0,19.7944343,2025
wood,Night,12.69270000000,UK,W,0,10.019,2025
hydrogen,Night,105.01680000000,UK,W,0,105.016835,2025
pellets,Night,16.66670000000,UK,W,0,20.58703511,2025
ser.cooling.high-consumption,Night,1.42880000000,UK,W,0,0,2025
ser.cooking,Night,3.12740000000,UK,W,0,0,2025
ser.computing,Night,28.31000000000,UK,W,0,0,2025
ser.space-heat.high-consumption,Night,3.00480000000,UK,W,0,0,2025
ser.space-heat.low-consumption,Night,1.36550000000,UK,W,0,0,2025
ser.lighting.office,Night,2.34550000000,UK,W,0,0,2025
ser.lighting.other,Night,2.70290000000,UK,W,0,0,2025
ser.other,Night,2.57200000000,UK,W,0,0,2025
ser.refrigeration,Night,8.66860000000,UK,W,0,0,2025
ser.hot-water.high-consumption,Night,3.25200000000,UK,W,0,0,2025
ser.hot-water.low-consumption,Night,1.17560000000,UK,W,0,0,2025
nga,Day,11.08330000000,UK,W,1,12.552,2025
biomass,Day,12.69270000000,UK,W,1,10.019,2025
elc,Day,57.16670000000,UK,W,1,43.34267522,2025
oil,Day,19.79440000000,UK,W,1,19.7944343,2025
hco,Day,16.74800000000,UK,W,1,19.7944343,2025
lfo,Day,16.74800000000,UK,W,1,19.7944343,2025
wood,Day,12.69270000000,UK,W,1,10.019,2025
hydrogen,Day,105.01680000000,UK,W,1,105.016835,2025
pellets,Day,16.66670000000,UK,W,1,20.58703511,2025
ser.cooling.high-consumption,Day,2.04110000000,UK,W,1,0,2025
ser.cooking,Day,4.46770000000,UK,W,1,0,2025
ser.computing,Day,40.44280000000,UK,W,1,0,2025
ser.space-heat.high-consumption,Day,8.38690000000,UK,W,1,0,2025
ser.space-heat.low-consumption,Day,1.95250000000,UK,W,1,0,2025
ser.lighting.office,Day,3.35070000000,UK,W,1,0,2025
ser.lighting.other,Day,3.86130000000,UK,W,1,0,2025
ser.other,Day,3.67430000000,UK,W,1,0,2025
ser.refrigeration,Day,12.38380000000,UK,W,1,0,2025
ser.hot-water.high-consumption,Day,4.09700000000,UK,W,1,0,2025
ser.hot-water.low-consumption,Day,3.88250000000,UK,W,1,0,2025
nga,Peak,11.08330000000,UK,W,2,12.552,2025
biomass,Peak,12.69270000000,UK,W,2,10.019,2025
elc,Peak,57.16670000000,UK,W,2,43.34267522,2025
oil,Peak,19.79440000000,UK,W,2,19.7944343,2025
hco,Peak,16.74800000000,UK,W,2,19.7944343,2025
lfo,Peak,16.74800000000,UK,W,2,19.7944343,2025
wood,Peak,12.69270000000,UK,W,2,10.019,2025
hydrogen,Peak,105.01680000000,UK,W,2,105.016835,2025
pellets,Peak,16.66670000000,UK,W,2,20.58703511,2025
ser.cooling.high-consumption,Peak,0.61230000000,UK,W,2,0,2025
ser.computing,Peak,12.13280000000,UK,W,2,0,2025
ser.space-heat.high-consumption,Peak,1.33360000000,UK,W,2,0,2025
ser.space-heat.low-consumption,Peak,0.58530000000,UK,W,2,0,2025
ser.lighting.office,Peak,1.00520000000,UK,W,2,0,2025
ser.lighting.other,Peak,1.15840000000,UK,W,2,0,2025
ser.other,Peak,1.10230000000,UK,W,2,0,2025
ser.refrigeration,Peak,3.71510000000,UK,W,2,0,2025
ser.hot-water.high-consumption,Peak,1.38180000000,UK,W,2,0,2025
ser.hot-water.low-consumption,Peak,0.51560000000,UK,W,2,0,2025
nga,Evening,11.08330000000,UK,W,3,12.552,2025
biomass,Evening,12.69270000000,UK,W,3,10.019,2025
elc,Evening,57.16670000000,UK,W,3,43.34267522,2025
oil,Evening,19.79440000000,UK,W,3,19.7944343,2025
hco,Evening,16.74800000000,UK,W,3,19.7944343,2025
lfo,Evening,16.74800000000,UK,W,3,19.7944343,2025
wood,Evening,12.69270000000,UK,W,3,10.019,2025
hydrogen,Evening,105.01680000000,UK,W,3,105.016835,2025
pellets,Evening,16.66670000000,UK,W,3,20.58703511,2025
ser.cooling.high-consumption,Evening,0.81650000000,UK,W,3,0,2025
ser.cooking,Evening,1.78710000000,UK,W,3,0,2025
ser.computing,Evening,16.17710000000,UK,W,3,0,2025
ser.space-heat.high-consumption,Evening,1.74300000000,UK,W,3,0,2025
ser.space-heat.low-consumption,Evening,0.78030000000,UK,W,3,0,2025
ser.lighting.office,Evening,1.34030000000,UK,W,3,0,2025
ser.lighting.other,Evening,1.54450000000,UK,W,3,0,2025
ser.other,Evening,1.46970000000,UK,W,3,0,2025
ser.refrigeration,Evening,4.95350000000,UK,W,3,0,2025
ser.hot-water.high-consumption,Evening,1.88310000000,UK,W,3,0,2025
ser.hot-water.low-consumption,Evening,0.62680000000,UK,W,3,0,2025
nga,Night,11.08330000000,UK,P,4,12.552,2025
biomass,Night,12.69270000000,UK,P,4,10.019,2025
elc,Night,57.16670000000,UK,P,4,43.34267522,2025
oil,Night,19.79440000000,UK,P,4,19.7944343,2025
hco,Night,16.74800000000,UK,P,4,19.7944343,2025
lfo,Night,16.74800000000,UK,P,4,19.7944343,2025
wood,Night,12.69270000000,UK,P,4,10.019,2025
hydrogen,Night,105.01680000000,UK,P,4,105.016835,2025
pellets,Night,16.66670000000,UK,P,4,20.58703511,2025
ser.cooling.high-consumption,Night,1.42880000000,UK,P,4,0,2025
ser.cooking,Night,3.12740000000,UK,P,4,0,2025
ser.computing,Night,28.31000000000,UK,P,4,0,2025
ser.space-heat.high-consumption,Night,2.78140000000,UK,P,4,0,2025
ser.space-heat.low-consumption,Night,1.36540000000,UK,P,4,0,2025
ser.lighting.office,Night,2.34550000000,UK,P,4,0,2025
ser.lighting.other,Night,2.70290000000,UK,P,4,0,2025
ser.other,Night,2.57200000000,UK,P,4,0,2025
ser.refrigeration,Night,8.66860000000,UK,P,4,0,2025
ser.hot-water.high-consumption,Night,3.26140000000,UK,P,4,0,2025
ser.hot-water.low-consumption,Night,1.17430000000,UK,P,4,0,2025
nga,Day,11.08330000000,UK,P,5,12.552,2025
biomass,Day,12.69270000000,UK,P,5,10.019,2025
elc,Day,57.16670000000,UK,P,5,43.34267522,2025
oil,Day,19.79440000000,UK,P,5,19.7944343,2025
hco,Day,16.74800000000,UK,P,5,19.7944343,2025
lfo,Day,16.74800000000,UK,P,5,19.7944343,2025
wood,Day,12.69270000000,UK,P,5,10.019,2025
hydrogen,Day,105.01680000000,UK,P,5,105.016835,2025
pellets,Day,16.66670000000,UK,P,5,20.58703511,2025
ser.cooling.high-consumption,Day,2.04110000000,UK,P,5,0,2025
ser.cooking,Day,4.46770000000,UK,P,5,0,2025
ser.computing,Day,40.44280000000,UK,P,5,0,2025
ser.space-heat.high-consumption,Day,8.50820000000,UK,P,5,0,2025
ser.space-heat.low-consumption,Day,1.95190000000,UK,P,5,0,2025
ser.lighting.office,Day,3.35070000000,UK,P,5,0,2025
ser.lighting.other,Day,3.86130000000,UK,P,5,0,2025
ser.other,Day,3.67430000000,UK,P,5,0,2025
ser.refrigeration,Day,12.38380000000,UK,P,5,0,2025
ser.hot-water.high-consumption,Day,4.17360000000,UK,P,5,0,2025
ser.hot-water.low-consumption,Day,3.85960000000,UK,P,5,0,2025
nga,Peak,11.08330000000,UK,P,6,12.552,2025
biomass,Peak,12.69270000000,UK,P,6,10.019,2025
elc,Peak,57.16670000000,UK,P,6,43.34267522,2025
oil,Peak,19.79440000000,UK,P,6,19.7944343,2025
hco,Peak,16.74800000000,UK,P,6,19.7944343,2025
lfo,Peak,16.74800000000,UK,P,6,19.7944343,2025
wood,Peak,12.69270000000,UK,P,6,10.019,2025
hydrogen,Peak,105.01680000000,UK,P,6,105.016835,2025
pellets,Peak,16.66670000000,UK,P,6,20.58703511,2025
ser.cooling.high-consumption,Peak,0.61230000000,UK,P,6,0,2025
ser.computing,Peak,12.13280000000,UK,P,6,0,2025
ser.space-heat.high-consumption,Peak,1.32780000000,UK,P,6,0,2025
ser.space-heat.low-consumption,Peak,0.58520000000,UK,P,6,0,2025
ser.lighting.office,Peak,1.00520000000,UK,P,6,0,2025
ser.lighting.other,Peak,1.15840000000,UK,P,6,0,2025
ser.other,Peak,1.10230000000,UK,P,6,0,2025
ser.refrigeration,Peak,3.71510000000,UK,P,6,0,2025
ser.hot-water.high-consumption,Peak,1.38390000000,UK,P,6,0,2025
ser.hot-water.low-consumption,Peak,0.51560000000,UK,P,6,0,2025
nga,Evening,11.08330000000,UK,P,7,12.552,2025
biomass,Evening,12.69270000000,UK,P,7,10.019,2025
elc,Evening,57.16670000000,UK,P,7,43.34267522,2025
oil,Evening,19.79440000000,UK,P,7,19.7944343,2025
hco,Evening,16.74800000000,UK,P,7,19.7944343,2025
lfo,Evening,16.74800000000,UK,P,7,19.7944343,2025
wood,Evening,12.69270000000,UK,P,7,10.019,2025
hydrogen,Evening,105.01680000000,UK,P,7,105.016835,2025
pellets,Evening,16.66670000000,UK,P,7,20.58703511,2025
ser.cooling.high-consumption,Evening,0.81650000000,UK,P,7,0,2025
ser.cooking,Evening,1.78710000000,UK,P,7,0,2025
ser.computing,Evening,16.17710000000,UK,P,7,0,2025
ser.space-heat.high-consumption,Evening,1.60680000000,UK,P,7,0,2025
ser.space-heat.low-consumption,Evening,0.78030000000,UK,P,7,0,2025
ser.lighting.office,Evening,1.34030000000,UK,P,7,0,2025
ser.lighting.other,Evening,1.54450000000,UK,P,7,0,2025
ser.other,Evening,1.46970000000,UK,P,7,0,2025
ser.refrigeration,Evening,4.95350000000,UK,P,7,0,2025
ser.hot-water.high-consumption,Evening,1.88880000000,UK,P,7,0,2025
ser.hot-water.low-consumption,Evening,0.62680000000,UK,P,7,0,2025
nga,Night,11.08330000000,UK,S,8,12.552,2025
biomass,Night,12.69270000000,UK,S,8,10.019,2025
elc,Night,57.16670000000,UK,S,8,43.34267522,2025
oil,Night,19.79440000000,UK,S,8,19.7944343,2025
hco,Night,16.74800000000,UK,S,8,19.7944343,2025
lfo,Night,16.74800000000,UK,S,8,19.7944343,2025
wood,Night,12.69270000000,UK,S,8,10.019,2025
hydrogen,Night,105.01680000000,UK,S,8,105.016835,2025
pellets,Night,16.66670000000,UK,S,8,20.58703511,2025
ser.cooling.high-consumption,Night,1.42880000000,UK,S,8,0,2025
ser.cooking,Night,3.12740000000,UK,S,8,0,2025
ser.computing,Night,28.31000000000,UK,S,8,0,2025
ser.space-heat.high-consumption,Night,8.87040000000,UK,S,8,0,2025
ser.space-heat.low-consumption,Night,1.36840000000,UK,S,8,0,2025
ser.lighting.office,Night,2.34550000000,UK,S,8,0,2025
ser.lighting.other,Night,2.70290000000,UK,S,8,0,2025
ser.other,Night,2.57200000000,UK,S,8,0,2025
ser.refrigeration,Night,8.66860000000,UK,S,8,0,2025
ser.hot-water.high-consumption,Night,3.26900000000,UK,S,8,0,2025
ser.hot-water.low-consumption,Night,1.18400000000,UK,S,8,0,2025
nga,Day,11.08330000000,UK,S,9,12.552,2025
biomass,Day,12.69270000000,UK,S,9,10.019,2025
elc,Day,57.16670000000,UK,S,9,43.34267522,2025
oil,Day,19.79440000000,UK,S,9,19.7944343,2025
hco,Day,16.74800000000,UK,S,9,19.7944343,2025
lfo,Day,16.74800000000,UK,S,9,19.7944343,2025
wood,Day,12.69270000000,UK,S,9,10.019,2025
hydrogen,Day,105.01680000000,UK,S,9,105.016835,2025
pellets,Day,16.66670000000,UK,S,9,20.58703511,2025
ser.cooling.high-consumption,Day,2.04110000000,UK,S,9,0,2025
ser.cooking,Day,4.46770000000,UK,S,9,0,2025
ser.computing,Day,40.44280000000,UK,S,9,0,2025
ser.space-heat.high-consumption,Day,12.48930000000,UK,S,9,0,2025
ser.space-heat.low-consumption,Day,1.96740000000,UK,S,9,0,2025
ser.lighting.office,Day,3.35070000000,UK,S,9,0,2025
ser.lighting.other,Day,3.86130000000,UK,S,9,0,2025
ser.other,Day,3.67430000000,UK,S,9,0,2025
ser.refrigeration,Day,12.38380000000,UK,S,9,0,2025
ser.hot-water.high-consumption,Day,4.22480000000,UK,S,9,0,2025
ser.hot-water.low-consumption,Day,3.95280000000,UK,S,9,0,2025
nga,Peak,11.08330000000,UK,S,10,12.552,2025
biomass,Peak,12.69270000000,UK,S,10,10.019,2025
elc,Peak,57.16670000000,UK,S,10,43.34267522,2025
oil,Peak,19.79440000000,UK,S,10,19.7944343,2025
hco,Peak,16.74800000000,UK,S,10,19.7944343,2025
lfo,Peak,16.74800000000,UK,S,10,19.7944343,2025
wood,Peak,12.69270000000,UK,S,10,10.019,2025
hydrogen,Peak,105.01680000000,UK,S,10,105.016835,2025
pellets,Peak,16.66670000000,UK,S,10,20.58703511,2025
ser.cooling.high-consumption,Peak,0.61230000000,UK,S,10,0,2025
ser.computing,Peak,12.13280000000,UK,S,10,0,2025
ser.space-heat.high-consumption,Peak,7.53940000000,UK,S,10,0,2025
ser.space-heat.low-consumption,Peak,0.58600000000,UK,S,10,0,2025
ser.lighting.office,Peak,1.00520000000,UK,S,10,0,2025
ser.lighting.other,Peak,1.15840000000,UK,S,10,0,2025
ser.other,Peak,1.10230000000,UK,S,10,0,2025
ser.refrigeration,Peak,3.71510000000,UK,S,10,0,2025
ser.hot-water.high-consumption,Peak,1.39740000000,UK,S,10,0,2025
ser.hot-water.low-consumption,Peak,0.51340000000,UK,S,10,0,2025
nga,Evening,11.08330000000,UK,S,11,12.552,2025
biomass,Evening,12.69270000000,UK,S,11,10.019,2025
elc,Evening,57.16670000000,UK,S,11,43.34267522,2025
oil,Evening,19.79440000000,UK,S,11,19.7944343,2025
hco,Evening,16.74800000000,UK,S,11,19.7944343,2025
lfo,Evening,16.74800000000,UK,S,11,19.7944343,2025
wood,Evening,12.69270000000,UK,S,11,10.019,2025
hydrogen,Evening,105.01680000000,UK,S,11,105.016835,2025
pellets,Evening,16.66670000000,UK,S,11,20.58703511,2025
ser.cooling.high-consumption,Evening,0.81650000000,UK,S,11,0,2025
ser.cooking,Evening,1.78710000000,UK,S,11,0,2025
ser.computing,Evening,16.17710000000,UK,S,11,0,2025
ser.space-heat.low-consumption,Evening,0.78240000000,UK,S,11,0,2025
ser.lighting.office,Evening,1.34030000000,UK,S,11,0,2025
ser.lighting.other,Evening,1.54450000000,UK,S,11,0,2025
ser.other,Evening,1.46970000000,UK,S,11,0,2025
ser.refrigeration,Evening,4.95350000000,UK,S,11,0,2025
ser.hot-water.high-consumption,Evening,1.89860000000,UK,S,11,0,2025
ser.hot-water.low-consumption,Evening,0.62090000000,UK,S,11,0,2025
nga,Night,11.08330000000,UK,A,12,12.552,2025
biomass,Night,12.69270000000,UK,A,12,10.019,2025
elc,Night,57.16670000000,UK,A,12,43.34267522,2025
oil,Night,19.79440000000,UK,A,12,19.7944343,2025
hco,Night,16.74800000000,UK,A,12,19.7944343,2025
lfo,Night,16.74800000000,UK,A,12,19.7944343,2025
wood,Night,12.69270000000,UK,A,12,10.019,2025
hydrogen,Night,105.01680000000,UK,A,12,105.016835,2025
pellets,Night,16.66670000000,UK,A,12,20.58703511,2025
ser.cooling.high-consumption,Night,1.42880000000,UK,A,12,0,2025
ser.cooking,Night,3.12740000000,UK,A,12,0,2025
ser.computing,Night,28.31000000000,UK,A,12,0,2025
ser.space-heat.high-consumption,Night,2.14130000000,UK,A,12,0,2025
ser.space-heat.low-consumption,Night,1.36530000000,UK,A,12,0,2025
ser.lighting.office,Night,2.34550000000,UK,A,12,0,2025
ser.lighting.other,Night,2.70290000000,UK,A,12,0,2025
ser.other,Night,2.57200000000,UK,A,12,0,2025
ser.refrigeration,Night,8.66860000000,UK,A,12,0,2025
ser.hot-water.high-consumption,Night,3.27040000000,UK,A,12,0,2025
ser.hot-water.low-consumption,Night,1.17220000000,UK,A,12,0,2025
nga,Day,11.08330000000,UK,A,13,12.552,2025
biomass,Day,12.69270000000,UK,A,13,10.019,2025
elc,Day,57.16670000000,UK,A,13,43.34267522,2025
oil,Day,19.79440000000,UK,A,13,19.7944343,2025
hco,Day,16.74800000000,UK,A,13,19.7944343,2025
lfo,Day,16.74800000000,UK,A,13,19.7944343,2025
wood,Day,12.69270000000,UK,A,13,10.019,2025
hydrogen,Day,105.01680000000,UK,A,13,105.016835,2025
pellets,Day,16.66670000000,UK,A,13,20.58703511,2025
ser.cooling.high-consumption,Day,2.04110000000,UK,A,13,0,2025
ser.cooking,Day,4.46770000000,UK,A,13,0,2025
ser.computing,Day,40.44280000000,UK,A,13,0,2025
ser.space-heat.high-consumption,Day,5.69290000000,UK,A,13,0,2025
ser.space-heat.low-consumption,Day,1.95120000000,UK,A,13,0,2025
ser.lighting.office,Day,3.35070000000,UK,A,13,0,2025
ser.lighting.other,Day,3.86130000000,UK,A,13,0,2025
ser.other,Day,3.67430000000,UK,A,13,0,2025
ser.refrigeration,Day,12.38380000000,UK,A,13,0,2025
ser.hot-water.high-consumption,Day,4.24550000000,UK,A,13,0,2025
ser.hot-water.low-consumption,Day,3.85800000000,UK,A,13,0,2025
nga,Peak,11.08330000000,UK,A,14,12.552,2025
biomass,Peak,12.69270000000,UK,A,14,10.019,2025
elc,Peak,57.16670000000,UK,A,14,43.34267522,2025
oil,Peak,19.79440000000,UK,A,14,19.7944343,2025
hco,Peak,16.74800000000,UK,A,14,19.7944343,2025
lfo,Peak,16.74800000000,UK,A,14,19.7944343,2025
wood,Peak,12.69270000000,UK,A,14,10.019,2025
hydrogen,Peak,105.01680000000,UK,A,14,105.016835,2025
pellets,Peak,16.66670000000,UK,A,14,20.58703511,2025
ser.cooling.high-consumption,Peak,0.61230000000,UK,A,14,0,2025
ser.computing,Peak,12.13280000000,UK,A,14,0,2025
ser.space-heat.high-consumption,Peak,1.00030000000,UK,A,14,0,2025
ser.space-heat.low-consumption,Peak,0.58520000000,UK,A,14,0,2025
ser.lighting.office,Peak,1.00520000000,UK,A,14,0,2025
ser.lighting.other,Peak,1.15840000000,UK,A,14,0,2025
ser.other,Peak,1.10230000000,UK,A,14,0,2025
ser.refrigeration,Peak,3.71510000000,UK,A,14,0,2025
ser.hot-water.high-consumption,Peak,1.38770000000,UK,A,14,0,2025
ser.hot-water.low-consumption,Peak,0.51560000000,UK,A,14,0,2025
nga,Evening,11.08330000000,UK,A,15,12.552,2025
biomass,Evening,12.69270000000,UK,A,15,10.019,2025
elc,Evening,57.16670000000,UK,A,15,43.34267522,2025
oil,Evening,19.79440000000,UK,A,15,19.7944343,2025
hco,Evening,16.74800000000,UK,A,15,19.7944343,2025
lfo,Evening,16.74800000000,UK,A,15,19.7944343,2025
wood,Evening,12.69270000000,UK,A,15,10.019,2025
hydrogen,Evening,105.01680000000,UK,A,15,105.016835,2025
pellets,Evening,16.66670000000,UK,A,15,20.58703511,2025
ser.cooling.high-consumption,Evening,0.81650000000,UK,A,15,0,2025
ser.cooking,Evening,1.78710000000,UK,A,15,0,2025
ser.computing,Evening,16.17710000000,UK,A,15,0,2025
ser.space-heat.high-consumption,Evening,1.21930000000,UK,A,15,0,2025
ser.space-heat.low-consumption,Evening,0.78020000000,UK,A,15,0,2025
ser.lighting.office,Evening,1.34030000000,UK,A,15,0,2025
ser.lighting.other,Evening,1.54450000000,UK,A,15,0,2025
ser.other,Evening,1.46970000000,UK,A,15,0,2025
ser.refrigeration,Evening,4.95350000000,UK,A,15,0,2025
ser.hot-water.high-consumption,Evening,1.89160000000,UK,A,15,0,2025
ser.hot-water.low-consumption,Evening,0.62570000000,UK,A,15,0,2025
nga,Night,11.08330000000,UK,W,0,12.552,2030
biomass,Night,12.69270000000,UK,W,0,10.019,2030
elc,Night,57.16670000000,UK,W,0,43.34267522,2030
oil,Night,19.79440000000,UK,W,0,19.7944343,2030
hco,Night,16.74800000000,UK,W,0,19.7944343,2030
lfo,Night,16.74800000000,UK,W,0,19.7944343,2030
wood,Night,12.69270000000,UK,W,0,10.019,2030
hydrogen,Night,105.01680000000,UK,W,0,105.016835,2030
pellets,Night,16.66670000000,UK,W,0,20.58703511,2030
ser.cooling.high-consumption,Night,1.38870000000,UK,W,0,0,2030
ser.cooking,Night,2.57470000000,UK,W,0,0,2030
ser.computing,Night,28.31000000000,UK,W,0,0,2030
ser.space-heat.high-consumption,Night,1.42460000000,UK,W,0,0,2030
ser.space-heat.low-consumption,Night,1.37080000000,UK,W,0,0,2030
ser.lighting.office,Night,2.39720000000,UK,W,0,0,2030
ser.lighting.other,Night,2.67860000000,UK,W,0,0,2030
ser.other,Night,2.35870000000,UK,W,0,0,2030
ser.refrigeration,Night,8.66860000000,UK,W,0,0,2030
ser.hot-water.high-consumption,Night,3.53520000000,UK,W,0,0,2030
ser.hot-water.low-consumption,Night,0.80820000000,UK,W,0,0,2030
nga,Day,11.08330000000,UK,W,1,12.552,2030
biomass,Day,12.69270000000,UK,W,1,10.019,2030
elc,Day,57.16670000000,UK,W,1,43.34267522,2030
oil,Day,19.79440000000,UK,W,1,19.7944343,2030
hco,Day,16.74800000000,UK,W,1,19.7944343,2030
lfo,Day,16.74800000000,UK,W,1,19.7944343,2030
wood,Day,12.69270000000,UK,W,1,10.019,2030
hydrogen,Day,105.01680000000,UK,W,1,105.016835,2030
pellets,Day,16.66670000000,UK,W,1,20.58703511,2030
ser.cooling.high-consumption,Day,1.98390000000,UK,W,1,0,2030
ser.cooking,Day,3.67810000000,UK,W,1,0,2030
ser.computing,Day,40.44280000000,UK,W,1,0,2030
ser.space-heat.high-consumption,Day,2.03510000000,UK,W,1,0,2030
ser.space-heat.low-consumption,Day,1.95830000000,UK,W,1,0,2030
ser.lighting.office,Day,3.42450000000,UK,W,1,0,2030
ser.lighting.other,Day,3.82650000000,UK,W,1,0,2030
ser.other,Day,3.36960000000,UK,W,1,0,2030
ser.refrigeration,Day,12.38370000000,UK,W,1,0,2030
ser.hot-water.high-consumption,Day,5.05020000000,UK,W,1,0,2030
ser.hot-water.low-consumption,Day,1.15460000000,UK,W,1,0,2030
nga,Peak,11.08330000000,UK,W,2,12.552,2030
biomass,Peak,12.69270000000,UK,W,2,10.019,2030
elc,Peak,57.16670000000,UK,W,2,43.34267522,2030
oil,Peak,19.79440000000,UK,W,2,19.7944343,2030
hco,Peak,16.74800000000,UK,W,2,19.7944343,2030
lfo,Peak,16.74800000000,UK,W,2,19.7944343,2030
wood,Peak,12.69270000000,UK,W,2,10.019,2030
hydrogen,Peak,105.01680000000,UK,W,2,105.016835,2030
pellets,Peak,16.66670000000,UK,W,2,20.58703511,2030
ser.cooling.high-consumption,Peak,0.59520000000,UK,W,2,0,2030
ser.computing,Peak,12.13280000000,UK,W,2,0,2030
ser.space-heat.high-consumption,Peak,0.61050000000,UK,W,2,0,2030
ser.space-heat.low-consumption,Peak,0.58750000000,UK,W,2,0,2030
ser.lighting.office,Peak,1.02740000000,UK,W,2,0,2030
ser.lighting.other,Peak,1.14800000000,UK,W,2,0,2030
ser.other,Peak,1.01090000000,UK,W,2,0,2030
ser.refrigeration,Peak,3.71510000000,UK,W,2,0,2030
ser.hot-water.high-consumption,Peak,1.51510000000,UK,W,2,0,2030
ser.hot-water.low-consumption,Peak,0.34640000000,UK,W,2,0,2030
nga,Evening,11.08330000000,UK,W,3,12.552,2030
biomass,Evening,12.69270000000,UK,W,3,10.019,2030
elc,Evening,57.16670000000,UK,W,3,43.34267522,2030
oil,Evening,19.79440000000,UK,W,3,19.7944343,2030
hco,Evening,16.74800000000,UK,W,3,19.7944343,2030
lfo,Evening,16.74800000000,UK,W,3,19.7944343,2030
wood,Evening,12.69270000000,UK,W,3,10.019,2030
hydrogen,Evening,105.01680000000,UK,W,3,105.016835,2030
pellets,Evening,16.66670000000,UK,W,3,20.58703511,2030
ser.cooling.high-consumption,Evening,0.79360000000,UK,W,3,0,2030
ser.cooking,Evening,1.47120000000,UK,W,3,0,2030
ser.computing,Evening,16.17710000000,UK,W,3,0,2030
ser.space-heat.high-consumption,Evening,0.81400000000,UK,W,3,0,2030
ser.space-heat.low-consumption,Evening,0.78330000000,UK,W,3,0,2030
ser.lighting.office,Evening,1.36980000000,UK,W,3,0,2030
ser.lighting.other,Evening,1.53060000000,UK,W,3,0,2030
ser.other,Evening,1.34780000000,UK,W,3,0,2030
ser.refrigeration,Evening,4.95350000000,UK,W,3,0,2030
ser.hot-water.high-consumption,Evening,2.02010000000,UK,W,3,0,2030
ser.hot-water.low-consumption,Evening,0.46180000000,UK,W,3,0,2030
nga,Night,11.08330000000,UK,P,4,12.552,2030
biomass,Night,12.69270000000,UK,P,4,10.019,2030
elc,Night,57.16670000000,UK,P,4,43.34267522,2030
oil,Night,19.79440000000,UK,P,4,19.7944343,2030
hco,Night,16.74800000000,UK,P,4,19.7944343,2030
lfo,Night,16.74800000000,UK,P,4,19.7944343,2030
wood,Night,12.69270000000,UK,P,4,10.019,2030
hydrogen,Night,105.01680000000,UK,P,4,105.016835,2030
pellets,Night,16.66670000000,UK,P,4,20.58703511,2030
ser.cooling.high-consumption,Night,1.38870000000,UK,P,4,0,2030
ser.cooking,Night,2.57470000000,UK,P,4,0,2030
ser.computing,Night,28.31000000000,UK,P,4,0,2030
ser.space-heat.high-consumption,Night,1.42460000000,UK,P,4,0,2030
ser.space-heat.low-consumption,Night,1.37080000000,UK,P,4,0,2030
ser.lighting.office,Night,2.39720000000,UK,P,4,0,2030
ser.lighting.other,Night,2.67860000000,UK,P,4,0,2030
ser.other,Night,2.35870000000,UK,P,4,0,2030
ser.refrigeration,Night,8.66860000000,UK,P,4,0,2030
ser.hot-water.high-consumption,Night,3.53520000000,UK,P,4,0,2030
ser.hot-water.low-consumption,Night,0.80820000000,UK,P,4,0,2030
nga,Day,11.08330000000,UK,P,5,12.552,2030
biomass,Day,12.69270000000,UK,P,5,10.019,2030
elc,Day,57.16670000000,UK,P,5,43.34267522,2030
oil,Day,19.79440000000,UK,P,5,19.7944343,2030
hco,Day,16.74800000000,UK,P,5,19.7944343,2030
lfo,Day,16.74800000000,UK,P,5,19.7944343,2030
wood,Day,12.69270000000,UK,P,5,10.019,2030
hydrogen,Day,105.01680000000,UK,P,5,105.016835,2030
pellets,Day,16.66670000000,UK,P,5,20.58703511,2030
ser.cooling.high-consumption,Day,1.98390000000,UK,P,5,0,2030
ser.cooking,Day,3.67810000000,UK,P,5,0,2030
ser.computing,Day,40.44280000000,UK,P,5,0,2030
ser.space-heat.high-consumption,Day,2.03510000000,UK,P,5,0,2030
ser.space-heat.low-consumption,Day,1.95830000000,UK,P,5,0,2030
ser.lighting.office,Day,3.42450000000,UK,P,5,0,2030
ser.lighting.other,Day,3.82650000000,UK,P,5,0,2030
ser.other,Day,3.36960000000,UK,P,5,0,2030
ser.refrigeration,Day,12.38370000000,UK,P,5,0,2030
ser.hot-water.high-consumption,Day,5.05020000000,UK,P,5,0,2030
ser.hot-water.low-consumption,Day,1.15460000000,UK,P,5,0,2030
